PROVINCE NAME>>,<<CHINESE NAME>>,<<PROVINCE GMI
Western>>,<<Western>>,<<ZMB-WST
Mashonaland Central>>,<<Mashonaland Central>>,<<ZWE-MCN
Chobe>>,<<Chobe>>,<<BWA-CHO
Central>>,<<Central>>,<<BWA-CNT
Ghanzi>>,<<Ghanzi>>,<<BWA-GHN
North-East>>,<<North-East>>,<<BWA-NEA
Ngamiland>>,<<Ngamiland>>,<<BWA-NGM
Caprivi Oos>>,<<Caprivi Oos>>,<<NAM-COO
Matabeleland North>>,<<Matabeleland North>>,<<ZWE-MNR
Manica>>,<<Manica>>,<<MOZ-MAN
Midlands>>,<<Midlands>>,<<ZWE-MDL
Mashonaland East>>,<<Mashonaland East>>,<<ZWE-MEA
Manicaland>>,<<Manicaland>>,<<ZWE-MNC
Matabeleland South>>,<<Matabeleland South>>,<<ZWE-MSO
Masvingo>>,<<Masvingo>>,<<ZWE-MSV
Mashonaland West>>,<<Mashonaland West>>,<<ZWE-MWE
Mwanza>>,<<Mwanza>>,<<TZA-MWN
Shinyanga>>,<<Shinyanga>>,<<TZA-SHN
Tabora>>,<<Tabora>>,<<TZA-TAB
Ziwa Magharibi>>,<<Ziwa Magharibi>>,<<TZA-ZMG
South Buganda>>,<<South Buganda>>,<<UGA-STB
Kivu>>,<<Kivu>>,<<COD-KIV
Kasai-Oriental>>,<<Kasai-Oriental>>,<<COD-KOR
Shaba>>,<<Shaba>>,<<COD-SHA
Cankuzo>>,<<Cankuzo>>,<<BDI-CNK
Karuzi>>,<<Karuzi>>,<<BDI-KRZ
Rutana>>,<<Rutana>>,<<BDI-RTN
Ruyigi>>,<<Ruyigi>>,<<BDI-RUY
Kigoma>>,<<Kigoma>>,<<TZA-KIG
Bubanza>>,<<Bubanza>>,<<BDI-BBN
Bujumbura>>,<<Bujumbura>>,<<BDI-BJM
Bururi>>,<<Bururi>>,<<BDI-BUR
Cibitoke>>,<<Cibitoke>>,<<BDI-CBT
Gitega>>,<<Gitega>>,<<BDI-GIT
Kayanza>>,<<Kayanza>>,<<BDI-KYN
Makamba>>,<<Makamba>>,<<BDI-MKM
Muramvya>>,<<Muramvya>>,<<BDI-MRM
Ngozi>>,<<Ngozi>>,<<BDI-NGO
Kirundo>>,<<Kirundo>>,<<BDI-KRN
Muyinga>>,<<Muyinga>>,<<BDI-MYN
Butare>>,<<Butare>>,<<RWA-BUT
Byumba>>,<<Byumba>>,<<RWA-BYM
Kibungo>>,<<Kibungo>>,<<RWA-KBN
Southern>>,<<Southern>>,<<UGA-STH
Cyangugu>>,<<Cyangugu>>,<<RWA-CYN
Gikongoro>>,<<Gikongoro>>,<<RWA-GKN
Gisenyi>>,<<Gisenyi>>,<<RWA-GSN
Gitarama>>,<<Gitarama>>,<<RWA-GTR
Kibuye>>,<<Kibuye>>,<<RWA-KIB
Kigali>>,<<Kigali>>,<<RWA-KIG
Ruhengeri>>,<<Ruhengeri>>,<<RWA-RHN
Coast>>,<<Coast>>,<<KEN-COA
Jubbada Hoose>>,<<Jubbada Hoose>>,<<SOM-JHO
Dar es Salaam>>,<<Dar es Salaam>>,<<TZA-DES
Morogoro>>,<<Morogoro>>,<<TZA-MRG
Pemba North>>,<<Pemba North>>,<<TZA-PNR
Pemba South>>,<<Pemba South>>,<<TZA-PSO
Pwani>>,<<Pwani>>,<<TZA-PWA
Zanzibar North>>,<<Zanzibar North>>,<<TZA-ZNR
Zanzibar Urban/West>>,<<Zanzibar Urban/West>>,<<TZA-ZUR
Northern>>,<<Northern>>,<<MWI-NRT
Dodoma>>,<<Dodoma>>,<<TZA-DOD
Iringa>>,<<Iringa>>,<<TZA-IRN
Lindi>>,<<Lindi>>,<<TZA-LIN
Mtwara>>,<<Mtwara>>,<<TZA-MTW
Ruvuma>>,<<Ruvuma>>,<<TZA-RUV
Singida>>,<<Singida>>,<<TZA-SNG
Central>>,<<Central>>,<<KEN-CNT
Nairobi Area>>,<<Nairobi Area>>,<<KEN-NAR
Nyanza>>,<<Nyanza>>,<<KEN-NYN
Arusha>>,<<Arusha>>,<<TZA-ARS
Kilimanjaro>>,<<Kilimanjaro>>,<<TZA-KLM
Mara>>,<<Mara>>,<<TZA-MAR
Tanga>>,<<Tanga>>,<<TZA-TAN
Comoros>>,<<Comoros>>,<<COM
Cabo Delgado>>,<<Cabo Delgado>>,<<MOZ-CDL
Niassa>>,<<Niassa>>,<<MOZ-NIA
Nampula>>,<<Nampula>>,<<MOZ-NMP
Sofala>>,<<Sofala>>,<<MOZ-SOF
Zambezia>>,<<Zambezia>>,<<MOZ-ZMB
Central>>,<<Central>>,<<MWI-CNT
Southern>>,<<Southern>>,<<MWI-STH
Juan De Nova I.>>,<<Juan De Nova I.>>,<<REU-JDI
Kgatleng>>,<<Kgatleng>>,<<BWA-KGT
Kweneng>>,<<Kweneng>>,<<BWA-KWN
South-East>>,<<South-East>>,<<BWA-SEA
Southern>>,<<Southern>>,<<BWA-STH
Inhambane>>,<<Inhambane>>,<<MOZ-INH
North West>>,<<North West>>,<<ZAF-NWS
Berea>>,<<Berea>>,<<LSO-BER
Maseru>>,<<Maseru>>,<<LSO-MAS
Mafeteng>>,<<Mafeteng>>,<<LSO-MFT
Mohale's Hoek>>,<<Mohale's Hoek>>,<<LSO-MHO
Quthing>>,<<Quthing>>,<<LSO-QTH
Eastern Cape>>,<<Eastern Cape>>,<<ZAF-ECP
Free State>>,<<Free State>>,<<ZAF-OFS
Gaza>>,<<Gaza>>,<<MOZ-GAZ
Maputo>>,<<Maputo>>,<<MOZ-MAP
Hhohho>>,<<Hhohho>>,<<SWZ-HHH
Lubombo>>,<<Lubombo>>,<<SWZ-LBM
Manzini>>,<<Manzini>>,<<SWZ-MNZ
Shiselweni>>,<<Shiselweni>>,<<SWZ-SHS
Gauteng>>,<<Gauteng>>,<<ZAF-GAT
Mpumalanga>>,<<Mpumalanga>>,<<ZAF-MPM
Northern>>,<<Northern>>,<<ZAF-NRT
Butha-Buthe>>,<<Butha-Buthe>>,<<LSO-BBU
Leribe>>,<<Leribe>>,<<LSO-LER
Mokhotlong>>,<<Mokhotlong>>,<<LSO-MKH
Qacha's Nek>>,<<Qacha's Nek>>,<<LSO-QNE
Thaba Tseka>>,<<Thaba Tseka>>,<<LSO-THT
KwaZulu/Natal>>,<<KwaZulu/Natal>>,<<ZAF-KNT
British Indian Ocean Territory>>,<<British Indian Ocean Territory>>,<<IOT
Naviyani>>,<<Naviyani>>,<<MDV-NVY
Seenu>>,<<Seenu>>,<<MDV-SEE
Mauritius>>,<<Mauritius>>,<<MUS
Seychelles>>,<<Seychelles>>,<<SYC
Antananarivo>>,<<Antananarivo>>,<<MDG-ANN
Antsiranana>>,<<Antsiranana>>,<<MDG-ANT
Fianarantsoa>>,<<Fianarantsoa>>,<<MDG-FNR
Mahajanga>>,<<Mahajanga>>,<<MDG-MHJ
Toamasina>>,<<Toamasina>>,<<MDG-TMS
Toliara>>,<<Toliara>>,<<MDG-TOL
Mayotte>>,<<Mayotte>>,<<MYT
Reunion>>,<<Reunion>>,<<REU
Glorioso Is.>>,<<Glorioso Is.>>,<<REU-GLI
Northern Territory>>,<<北领地>>,<<AUS-NTR
Cocos Is.>>,<<Cocos Is.>>,<<CCK
Jawa Barat>>,<<Jawa Barat>>,<<IDN-JBA
Jawa Tengah>>,<<Jawa Tengah>>,<<IDN-JTN
Maluku>>,<<Maluku>>,<<IDN-MAL
Sumatera Barat>>,<<Sumatera Barat>>,<<IDN-SBA
Yogyakarta>>,<<Yogyakarta>>,<<IDN-YGY
Timor-Leste>>,<<Timor-Leste>>,<<TLS
Western Australia>>,<<澳大利亚西部>>,<<AUS-WAS
Christmas I.>>,<<圣诞岛>>,<<CXR
Bengkulu>>,<<Bengkulu>>,<<IDN-BNG
Jambi>>,<<Jambi>>,<<IDN-JAM
Jakarta Raya>>,<<Jakarta Raya>>,<<IDN-JRA
Kalimantan Barat>>,<<Kalimantan Barat>>,<<IDN-KBA
Lampung>>,<<Lampung>>,<<IDN-LMP
Sumatera Selatan>>,<<Sumatera Selatan>>,<<IDN-SST
Bali>>,<<Bali>>,<<IDN-BAL
Jawa Timur>>,<<Jawa Timur>>,<<IDN-JTI
Kalimantan Selatan>>,<<Kalimantan Selatan>>,<<IDN-KSL
Kalimantan Tengah>>,<<Kalimantan Tengah>>,<<IDN-KTN
Nusa Tenggara Barat>>,<<Nusa Tenggara Barat>>,<<IDN-NTB
Nusa Tenggara Timur>>,<<Nusa Tenggara Timur>>,<<IDN-NTT
Sulawesi Selatan>>,<<Sulawesi Selatan>>,<<IDN-SSL
Sulawesi Tenggara>>,<<Sulawesi Tenggara>>,<<IDN-STG
Sulawesi Tengah>>,<<Sulawesi Tengah>>,<<IDN-STN
Australian Capital Territory>>,<<澳大利亚首都领地>>,<<AUS-ACT
New South Wales>>,<<新南威尔士州>>,<<AUS-NSW
South Australia>>,<<澳大利亚南部>>,<<AUS-SAS
Victoria>>,<<维多利亚>>,<<AUS-VCT
Irian Jaya>>,<<Irian Jaya>>,<<IDN-IJA
Enga>>,<<Enga>>,<<PNG-ENG
East Sepik>>,<<East Sepik>>,<<PNG-ESE
Madang>>,<<Madang>>,<<PNG-MDN
West Sepik>>,<<West Sepik>>,<<PNG-WSE
Queensland>>,<<昆士兰>>,<<AUS-QNS
Chimbu>>,<<Chimbu>>,<<PNG-CHM
Eastern Highlands>>,<<Eastern Highlands>>,<<PNG-EHG
Gulf>>,<<Gulf>>,<<PNG-GUL
Northern Solomons>>,<<Northern Solomons>>,<<PNG-NSL
Southern Highlands>>,<<Southern Highlands>>,<<PNG-SHG
Western Highlands>>,<<Western Highlands>>,<<PNG-WHG
Western>>,<<Western>>,<<PNG-WST
Central>>,<<Central>>,<<PNG-CNT
East New Britain>>,<<East New Britain>>,<<PNG-ENB
Manus>>,<<Manus>>,<<PNG-MAN
Milne Bay>>,<<Milne Bay>>,<<PNG-MBA
Morobe>>,<<Morobe>>,<<PNG-MOR
National Capital>>,<<National Capital>>,<<PNG-NCP
New Ireland>>,<<New Ireland>>,<<PNG-NIR
Northern>>,<<Northern>>,<<PNG-NRT
West New Britain>>,<<West New Britain>>,<<PNG-WNB
New Caledonia>>,<<New Caledonia>>,<<NCL
Nauru>>,<<Nauru>>,<<NRU
Solomon Is.>>,<<Solomon Is.>>,<<SLB
Tuvalu>>,<<Tuvalu>>,<<TUV
Vanuatu>>,<<Vanuatu>>,<<VUT
Norfolk I.>>,<<Norfolk I.>>,<<NFK
Hawke's Bay>>,<<Hawke's Bay>>,<<NZL-HBA
Wanganui-Manawatu>>,<<Wanganui-Manawatu>>,<<NZL-WMN
Auckland>>,<<Auckland>>,<<NZL-ACK
Bay of Plenty>>,<<Bay of Plenty>>,<<NZL-BPL
Canterbury>>,<<Canterbury>>,<<NZL-CNT
East Cape>>,<<East Cape>>,<<NZL-ECP
Nelson-Marlborough>>,<<Nelson-Marlborough>>,<<NZL-NMR
Northland>>,<<Northland>>,<<NZL-NRT
Taranaki>>,<<Taranaki>>,<<NZL-TRN
Waikato>>,<<Waikato>>,<<NZL-WAK
Westland>>,<<Westland>>,<<NZL-WST
Tasmania>>,<<塔斯马尼亚>>,<<AUS-TSM
Otago>>,<<Otago>>,<<NZL-OTG
Southland>>,<<Southland>>,<<NZL-STH
Basse-Normandie>>,<<下诺曼底>>,<<FRA-BNR
Bretagne>>,<<布列塔尼>>,<<FRA-BRT
Poitou-Charentes>>,<<普瓦图-夏朗德大区>>,<<FRA-PCH
Pays de la Loire>>,<<卢瓦尔河地区>>,<<FRA-PDL
Aquitaine>>,<<阿基坦>>,<<FRA-AQT
Corse>>,<<科西嘉>>,<<FRA-COR
Provence-Alpes-Cote d'Azur>>,<<普罗旺斯-阿尔卑斯>>,<<FRA-PAC
Languedoc-Roussillon>>,<<朗格多克-鲁西荣>>,<<FRA-LNR
Midi-Pyrenees>>,<<比利牛斯山>>,<<FRA-MPY
Auvergne>>,<<奥弗涅>>,<<FRA-AVR
Bourgogne>>,<<勃艮第>>,<<FRA-BOR
Centre>>,<<中部>>,<<FRA-CEN
Haute-Normandie>>,<<上诺曼底>>,<<FRA-HNR
Ile-de-France>>,<<巴黎>>,<<FRA-IDF
Limousin>>,<<利穆赞>>,<<FRA-LIM
Rhone-Alpes>>,<<罗讷-阿尔卑斯>>,<<FRA-RHA
Champagne-Ardenne>>,<<香槟-阿登>>,<<FRA-CHA
Nord-Pas-de-Calais>>,<<北加莱海峡>>,<<FRA-NPC
Picardie>>,<<庇卡底地区>>,<<FRA-PIC
Franche-Comte>>,<<弗朗什孔泰>>,<<FRA-FRC
Alsace>>,<<阿尔萨斯>>,<<FRA-ALS
Lorraine>>,<<洛林>>,<<FRA-LOR
Noord-Holland>>,<<Noord-Holland>>,<<NLD-NHL
